trial,coCond Force(0) Move(1),ffCond0 [N/(mm/s)],ffCond1 [N/(mm/s)],ffCond2 [N/(mm/s)],ffCond3 [N/(mm/s)],ffCond4 [N/(mm/s)],ffCond5 [N/(mm/s)],ffCond6 [N/(mm/s)],ffCond7 [N/(mm/s)],vmCond [deg],targetAngle[deg],targetDistance[mm],targetForce[N],targetColor,errorCramp
1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000
fs[Hz],recordTime[ms],maxSample,ks[N/mm],kb[N/(mm/s)],kConnection[N/mm],dConnection[N/(mm/s)],VisNoisePosSTD,VisNoiseVelSTD,ConnectionType
1000,15000,15001,0.800000,0.000100,0.100000,0.000100,10.0,5.0,0
targetRadius[mm],cursorRadius[mm],pOffset[mm], , ,dOffset
5.000000,3.000000,0.000000,450.000000,10.000000,0.000000,0.000000,0.000000
p2dScale,p2dScaleForForce,p2dMatrix
1.000000,-nan(ind),1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000
 , , ,
 , , ,
 , , ,
time[ms],instRate[Hz],posX[mm],posY[mm],posZ[mm],velX[mm],velY[mm],velZ[mm],forceX[N],forceY[N],forceZ[N],TargetX,TargetY
11861,1018.744995,-6.344035,7.251874,-2.307861,-75.258980,-192.313354,-4.469232,0.000000,-0.000000,1.842896,-40.165007,12.786647
11862,1000.724365,-6.419884,7.058720,-2.312439,-74.891205,-192.117569,-4.645242,0.000000,-0.000000,1.846289,-40.321151,12.688628
11863,1001.295776,-6.489816,6.872150,-2.317047,-74.483452,-191.524109,-4.805016,0.000000,-0.000000,1.849951,-40.477288,12.590505
11864,985.263794,-6.565913,6.679056,-2.321960,-74.065094,-190.674774,-4.963617,0.000000,-0.000000,1.853638,-40.633417,12.492279
11865,998.445496,-6.636078,6.492543,-2.326904,-73.759544,-189.978912,-5.118754,0.000000,-0.000000,1.857568,-40.789534,12.393952
11866,999.583618,-6.706568,6.299326,-2.332214,-72.920235,-189.868378,-5.294594,0.000000,-0.000000,1.861523,-40.945637,12.295526
11867,920.130920,-6.783463,6.092860,-2.338074,-72.414505,-190.298904,-5.498443,0.000000,-0.000000,1.865771,-41.101721,12.197002
11868,999.868591,-6.859847,5.906621,-2.343536,-72.850136,-189.665451,-5.654153,0.000000,-0.000000,1.870459,-41.257785,12.098383
11869,982.779236,-6.930483,5.720225,-2.349182,-72.979248,-188.278351,-5.785618,0.000000,-0.000000,1.874829,-41.413825,11.999671
11870,1001.581665,-7.001232,5.533856,-2.354980,-72.317345,-187.332382,-5.927646,0.000000,-0.000000,1.879346,-41.569839,11.900867
11871,1114.920166,-7.059665,5.367321,-2.360321,-72.415466,-187.307968,-6.080052,0.000000,-0.000000,1.883984,-41.725823,11.801973
11872,995.046509,-7.130624,5.181005,-2.366455,-72.083046,-186.925430,-6.238557,0.000000,-0.000000,1.888257,-41.881774,11.702991
11873,922.793762,-7.202147,4.981258,-2.373199,-71.166840,-186.330719,-6.400705,0.000000,-0.000000,1.893164,-42.037689,11.603924
11874,1001.010010,-7.273108,4.801731,-2.379456,-70.552422,-185.122421,-6.522543,0.000000,-0.000000,1.898560,-42.193566,11.504772
11875,999.583618,-7.338276,4.622031,-2.385864,-69.982872,-183.603531,-6.631204,0.000000,-0.000000,1.903564,-42.349401,11.405539
11876,1027.097778,-7.403312,4.449086,-2.392181,-68.986259,-182.216797,-6.735577,0.000000,-0.000000,1.908691,-42.505191,11.306225
11877,1035.894531,-7.468442,4.276166,-2.398651,-68.579636,-181.141220,-6.849974,0.000000,-0.000000,1.913745,-42.660933,11.206832
11878,941.621216,-7.540055,4.090020,-2.405762,-68.378738,-180.035751,-6.973521,0.000000,-0.000000,1.918921,-42.816625,11.107363
11879,983.881897,-7.605623,3.910424,-2.412811,-67.821709,-178.902786,-7.087638,0.000000,-0.000000,1.924609,-42.972263,11.007819
11880,1000.724365,-7.671050,3.737582,-2.419708,-67.146042,-177.764130,-7.193589,0.000000,-0.000000,1.930249,-43.127843,10.908203
11881,1016.677979,-7.736814,3.558037,-2.427063,-66.977562,-177.734695,-7.349376,0.000000,-0.000000,1.935767,-43.283365,10.808515
11882,999.298889,-7.802433,3.385247,-2.434296,-66.867348,-177.672623,-7.498069,0.000000,-0.000000,1.941650,-43.438823,10.708759
11883,999.868591,-7.868392,3.205755,-2.441925,-66.663795,-177.207458,-7.635205,0.000000,-0.000000,1.947437,-43.594215,10.608935
11884,999.868591,-7.934205,3.033016,-2.449463,-66.545692,-176.875946,-7.771717,0.000000,-0.000000,1.953540,-43.749538,10.509045
11885,1000.438965,-8.000112,2.860304,-2.457123,-66.457161,-175.721649,-7.871400,0.000000,-0.000000,1.959570,-43.904790,10.409092
11886,1000.153687,-8.066364,2.680892,-2.465240,-66.457199,-175.801971,-8.030647,0.000000,-0.000000,1.965698,-44.059966,10.309078
11887,998.729797,-8.132212,2.514959,-2.472870,-66.430397,-174.894638,-8.133257,0.000000,-0.000000,1.972192,-44.215064,10.209003
11888,1095.421265,-8.197896,2.355778,-2.480347,-67.186378,-173.542526,-8.209396,0.000000,-0.000000,1.978296,-44.370081,10.108870
11889,991.110229,-8.263889,2.190817,-2.481598,-67.689178,-172.254669,-7.393192,0.000000,-0.000000,1.984277,-44.525014,10.008681
11890,914.374084,-8.336755,2.005016,-2.490631,-67.334732,-170.704193,-6.823484,0.000000,-0.000000,1.985278,-44.679860,9.908438
11891,1014.619324,-8.396998,1.838960,-2.498840,-66.478043,-170.264130,-7.364823,0.000000,-0.000000,1.992505,-44.834615,9.808142
11892,1000.153687,-8.463568,1.666435,-2.507507,-65.853035,-170.306656,-7.819547,0.000000,-0.000000,1.999072,-44.989278,9.707795
11893,1000.153687,-8.530232,1.493937,-2.516327,-66.158943,-170.889481,-8.219304,0.000000,-0.000000,2.006006,-45.143843,9.607400
11894,1082.907959,-8.590470,1.334679,-2.524597,-66.189354,-171.302887,-8.538245,0.000000,-0.000000,2.013062,-45.298310,9.506957
11895,963.344971,-8.657316,1.162234,-2.533722,-65.906693,-170.725937,-8.772121,0.000000,-0.000000,2.019678,-45.452674,9.406469
11896,962.287781,-8.724489,0.984015,-2.536652,-65.621597,-170.174423,-8.107911,0.000000,-0.000000,2.026978,-45.606932,9.305937
11897,1000.153687,-8.791527,0.811626,-2.546051,-65.775856,-170.634033,-7.707954,0.000000,-0.000000,2.029321,-45.761082,9.205364
11898,999.868591,-8.864670,0.639510,-2.555603,-67.054474,-171.047333,-8.336630,0.000000,-0.000000,2.036841,-45.915120,9.104750
11899,983.881897,-8.932177,0.460459,-2.565674,-67.896446,-171.860977,-8.868054,0.000000,-0.000000,2.044482,-46.069044,9.004099
11900,1000.724365,-8.999230,0.294879,-2.575134,-67.679298,-171.578659,-9.234365,0.000000,-0.000000,2.052539,-46.222849,8.903411
11901,1015.794678,-9.066652,0.122606,-2.585114,-67.805435,-171.212891,-9.535905,0.000000,-0.000000,2.060107,-46.376534,8.802688
11902,1000.153687,-9.134170,-0.049637,-2.595245,-67.955925,-171.845215,-9.847223,0.000000,-0.000000,2.068091,-46.530095,8.701933
11903,999.298889,-9.207535,-0.214878,-2.605133,-68.727829,-170.953857,-10.030754,0.000000,-0.000000,2.076196,-46.683529,8.601146
11904,1087.609009,-9.274394,-0.366902,-2.614349,-69.991211,-169.360962,-10.135673,0.000000,-0.000000,2.084106,-46.836834,8.500331
11905,1022.308044,-9.341869,-0.531418,-2.617828,-70.319443,-168.621170,-9.355236,0.000000,-0.000000,2.091479,-46.990005,8.399487
11906,907.983154,-9.422719,-0.723185,-2.629761,-70.668755,-169.278564,-8.921905,0.000000,-0.000000,2.094263,-47.143039,8.298619
11907,999.583618,-9.503117,-0.901473,-2.641022,-72.478432,-171.127045,-9.656201,0.000000,-0.000000,2.103809,-47.295935,8.197726
11908,999.298889,-9.577574,-1.079987,-2.652466,-73.927071,-173.054306,-10.271308,0.000000,-0.000000,2.112817,-47.448688,8.096810
11909,984.987061,-9.658202,-1.258200,-2.664032,-74.854744,-174.086472,-10.739238,0.000000,-0.000000,2.121973,-47.601296,7.995875
11910,1081.572266,-9.732249,-1.422285,-2.668243,-76.298744,-174.712814,-10.127631,0.000000,-0.000000,2.131226,-47.753756,7.894920
11911,1015.794678,-9.813104,-1.600423,-2.680115,-77.728165,-175.904770,-9.785303,0.000000,-0.000000,2.134595,-47.906064,7.793949
11912,960.969604,-9.900455,-1.784965,-2.692627,-79.302452,-176.749359,-10.565634,0.000000,-0.000000,2.144092,-48.058218,7.692962
11913,998.729797,-9.987896,-1.968540,-2.698608,-81.158661,-177.688858,-10.300177,0.000000,-0.000000,2.154102,-48.210214,7.591962
11914,999.298889,-10.075206,-2.146276,-2.710999,-82.959770,-178.408005,-10.152246,0.000000,-0.000000,2.158887,-48.362049,7.490949
11915,1001.295776,-10.162951,-2.330681,-2.723999,-84.343506,-179.107422,-11.011074,0.000000,-0.000000,2.168799,-48.513720,7.389927
11916,967.596985,-10.250786,-2.514119,-2.730499,-85.040855,-179.598877,-10.805240,0.000000,-0.000000,2.179199,-48.665225,7.288896
11917,999.298889,-10.344585,-2.691435,-2.743347,-86.353416,-178.934845,-10.626630,0.000000,-0.000000,2.184399,-48.816560,7.187859
11918,999.014221,-10.438794,-2.874491,-2.750183,-88.559135,-179.186264,-10.575253,0.000000,-0.000000,2.194678,-48.967722,7.086816
11919,983.606018,-10.533144,-3.057495,-2.757202,-90.036232,-179.752548,-9.723657,0.000000,-0.000000,2.200146,-49.118707,6.985771
11920,1000.153687,-10.627316,-3.233735,-2.763855,-91.117233,-179.260315,-9.078592,0.000000,-0.000000,2.205762,-49.269514,6.884723
11921,1108.927856,-10.709058,-3.403801,-2.770172,-91.239922,-179.215622,-9.232455,0.000000,-0.000000,2.211084,-49.420139,6.783676
11922,1020.820435,-10.809942,-3.586358,-2.777679,-93.408569,-179.728790,-8.851380,0.000000,-0.000000,2.216138,-49.570578,6.682630
11923,937.343384,-10.911633,-3.782277,-2.786377,-95.130524,-181.113464,-8.768856,0.000000,-0.000000,2.222144,-49.720829,6.581588
11924,1000.724365,-11.019249,-3.970200,-2.788055,-97.028244,-182.349411,-7.890595,0.000000,-0.000000,2.229102,-49.870889,6.480551
11925,999.868591,-11.121267,-4.165994,-2.797119,-99.323158,-184.905060,-7.386929,0.000000,-0.000000,2.230444,-50.020754,6.379521
11926,999.014221,-11.229214,-4.353786,-2.799164,-101.014038,-186.697250,-7.068613,0.000000,-0.000000,2.237695,-50.170422,6.278499
11927,1001.010010,-11.331173,-4.541823,-2.801422,-102.247200,-186.969330,-5.903262,0.000000,-0.000000,2.239331,-50.319889,6.177488
11928,999.583618,-11.439836,-4.737116,-2.811066,-103.257172,-188.203537,-6.099974,0.000000,-0.000000,2.241138,-50.469152,6.076488
11929,990.550415,-11.548624,-4.931416,-2.814209,-104.772667,-189.677765,-6.367265,0.000000,-0.000000,2.248853,-50.618209,5.975501
11930,1001.295776,-11.657237,-5.118940,-2.817017,-105.890373,-189.730927,-5.621163,0.000000,-0.000000,2.251367,-50.767057,5.874530
11931,1007.623962,-11.766015,-5.306397,-2.820007,-106.955269,-189.279709,-5.060112,0.000000,-0.000000,2.253613,-50.915691,5.773575
11932,999.298889,-11.881493,-5.500163,-2.823730,-108.645943,-189.749161,-4.785864,0.000000,-0.000000,2.256006,-51.064110,5.672638
11933,1000.724365,-11.990612,-5.687480,-2.827087,-109.813126,-189.895996,-4.629950,0.000000,-0.000000,2.258984,-51.212309,5.571721
11934,1000.438965,-12.106087,-5.874394,-2.830597,-110.682304,-189.092957,-4.488029,0.000000,-0.000000,2.261670,-51.360287,5.470826
11935,1000.153687,-12.215905,-6.068272,-2.834900,-111.400337,-189.393066,-4.521063,0.000000,-0.000000,2.264478,-51.508040,5.369954
11936,999.583618,-12.332046,-6.260811,-2.832733,-112.004021,-190.354691,-3.766867,0.000000,-0.000000,2.267920,-51.655564,5.269107
11937,999.583618,-12.448418,-6.454201,-2.837433,-113.332039,-190.970459,-3.272477,0.000000,-0.000000,2.266187,-51.802858,5.168286
11938,1021.712524,-12.564973,-6.647512,-2.842316,-114.707504,-192.107422,-3.894145,0.000000,-0.000000,2.269946,-51.949918,5.067493
11939,968.665833,-12.688624,-6.852867,-2.841949,-116.191193,-193.694565,-3.671237,0.000000,-0.000000,2.273853,-52.096740,4.966729
11940,1003.587708,-12.805933,-7.052715,-2.847870,-117.078537,-195.268250,-3.634628,0.000000,-0.000000,2.273560,-52.243322,4.865997
11941,1006.756287,-12.929604,-7.251198,-2.847290,-118.374908,-196.531387,-3.580226,0.000000,-0.000000,2.278296,-52.389661,4.765297
11942,1055.851563,-13.046471,-7.436558,-2.845673,-120.082703,-196.788193,-2.483948,0.000000,-0.000000,2.277832,-52.535753,4.664632
11943,949.523254,-13.177541,-7.647898,-2.846832,-121.337975,-197.081070,-1.934995,0.000000,-0.000000,2.276538,-52.681596,4.564002
11944,1000.724365,-13.301860,-7.847048,-2.853546,-122.381294,-197.786911,-2.683367,0.000000,-0.000000,2.277466,-52.827187,4.463410
11945,999.298889,-13.420469,-8.052238,-2.854492,-122.325821,-198.899612,-3.213071,0.000000,-0.000000,2.282837,-52.972522,4.362857
11946,1000.438965,-13.544730,-8.243586,-2.854309,-122.271034,-198.631714,-2.640856,0.000000,-0.000000,2.283594,-53.117599,4.262344
11947,999.583618,-13.669583,-8.441538,-2.855011,-123.091949,-197.454086,-2.194929,0.000000,-0.000000,2.283447,-53.262414,4.161873
11948,999.298889,-13.795039,-8.646090,-2.856598,-123.836281,-198.371231,-2.117970,0.000000,-0.000000,2.284009,-53.406965,4.061446
11949,992.231689,-13.920235,-8.842924,-2.851013,-124.295532,-198.686417,-1.209232,0.000000,-0.000000,2.285278,-53.551249,3.961064
11950,1001.010010,-14.045626,-9.039665,-2.845673,-124.648750,-197.893753,0.400545,0.000000,-0.000000,2.280811,-53.695262,3.860728
11951,1007.913513,-14.171271,-9.237251,-2.847198,-125.236679,-197.843338,0.605263,0.000000,-0.000000,2.276538,-53.839001,3.760441
11952,999.868591,-14.290709,-9.433264,-2.835602,-124.824509,-197.677750,1.608145,0.000000,-0.000000,2.277759,-53.982464,3.660203
11953,998.729797,-14.417106,-9.636415,-2.831573,-124.476196,-198.066299,3.089598,0.000000,-0.000000,2.268481,-54.125647,3.560017
11954,1055.533813,-14.529836,-9.820211,-2.825623,-124.146378,-198.085556,3.454985,0.000000,-0.000000,2.265259,-54.268547,3.459883
11955,1009.654297,-14.656128,-10.015556,-2.814636,-124.093750,-197.317337,4.679499,0.000000,-0.000000,2.260498,-54.411162,3.359803
11956,941.368469,-14.783906,-10.230858,-2.806030,-124.243668,-197.940598,5.795105,0.000000,-0.000000,2.251709,-54.553489,3.259779
11957,1000.153687,-14.904284,-10.426414,-2.795471,-123.365303,-198.174637,6.548023,0.000000,-0.000000,2.244824,-54.695524,3.159812
11958,1000.153687,-15.031103,-10.620527,-2.778442,-123.625786,-197.173584,8.319411,0.000000,-0.000000,2.236377,-54.837264,3.059903
11959,1020.523438,-15.145089,-10.809633,-2.767548,-123.246208,-196.097595,9.689732,0.000000,-0.000000,2.222754,-54.978707,2.960055
11960,971.617432,-15.272345,-11.004499,-2.757629,-122.543221,-194.653122,9.673926,0.000000,-0.000000,2.214038,-55.119849,2.860267
11961,1008.783142,-15.393014,-11.193010,-2.747131,-122.764191,-193.220978,9.597775,0.000000,-0.000000,2.206104,-55.260687,2.760543
11962,1000.153687,-15.514309,-11.388109,-2.737579,-122.607796,-192.972031,9.520094,0.000000,-0.000000,2.197705,-55.401219,2.660884
11963,999.868591,-15.635336,-11.576439,-2.727478,-122.393089,-192.537308,9.402094,0.000000,-0.000000,2.190063,-55.541442,2.561290
11964,999.014221,-15.756995,-11.771355,-2.718353,-122.269707,-192.165146,9.254588,0.000000,-0.000000,2.181982,-55.681352,2.461763
11965,1000.153687,-15.878838,-11.966179,-2.709442,-122.296745,-192.789581,8.983971,0.000000,-0.000000,2.174683,-55.820947,2.362305
11966,999.014221,-15.994040,-12.154673,-2.699951,-121.426186,-192.370163,8.845760,0.000000,-0.000000,2.167554,-55.960223,2.262918
11967,1000.724365,-16.116240,-12.349314,-2.691437,-120.857407,-192.052658,8.685701,0.000000,-0.000000,2.159961,-56.099178,2.163601
11968,999.868591,-16.238224,-12.538143,-2.688995,-121.383789,-191.890427,7.609770,0.000000,-0.000000,2.153149,-56.237809,2.064358
11969,992.231689,-16.354410,-12.733046,-2.680878,-120.804939,-191.583832,6.758228,0.000000,-0.000000,2.151196,-56.376112,1.965189
11970,1001.581665,-16.476746,-12.921696,-2.678833,-120.462540,-191.379959,6.091434,0.000000,-0.000000,2.144702,-56.514085,1.866096
11971,1035.588745,-16.592327,-13.103083,-2.669495,-120.809303,-190.475998,5.840033,0.000000,-0.000000,2.143066,-56.651725,1.767080
11972,970.005249,-16.715490,-13.298223,-2.668640,-120.652084,-189.861557,5.475898,0.000000,-0.000000,2.135596,-56.789029,1.668142
11973,1002.440430,-16.831404,-13.479437,-2.659668,-120.048691,-188.573380,5.129433,0.000000,-0.000000,2.134912,-56.925993,1.569284
11974,999.583618,-16.954367,-13.666767,-2.651733,-120.086426,-187.355820,5.850518,0.000000,-0.000000,2.127734,-57.062616,1.470507
11975,1000.724365,-17.070681,-13.848768,-2.649780,-120.135254,-186.540146,5.414949,0.000000,-0.000000,2.121387,-57.198894,1.371813
11976,1033.452881,-17.186592,-14.023058,-2.640503,-119.738602,-184.973663,5.333127,0.000000,-0.000000,2.119824,-57.334824,1.273203
11977,1000.438965,-17.303225,-14.204891,-2.638916,-119.491951,-183.805145,5.220593,0.000000,-0.000000,2.112402,-57.470403,1.174678
11978,966.796875,-17.426441,-14.386162,-2.637512,-119.225639,-182.287766,4.012302,0.000000,-0.000000,2.111133,-57.605629,1.076240
11979,992.793396,-17.549829,-14.567341,-2.636292,-119.826965,-180.906174,3.085661,0.000000,-0.000000,2.110010,-57.740498,0.977890
11980,1001.581665,-17.666525,-14.743217,-2.641022,-119.950302,-180.030365,1.583996,0.000000,-0.000000,2.109033,-57.875008,0.879629
11981,1005.890137,-17.783808,-14.924707,-2.640167,-119.421837,-179.760483,0.441943,0.000000,-0.000000,2.112817,-58.009155,0.781458
11982,1000.438965,-17.900745,-15.099453,-2.638580,-119.049896,-179.382828,0.482712,0.000000,-0.000000,2.112134,-58.142937,0.683380
11983,1000.153687,-18.024284,-15.273621,-2.637177,-119.546577,-177.961853,0.588834,0.000000,-0.000000,2.110864,-58.276351,0.585394
11984,1000.153687,-18.141022,-15.441540,-2.635010,-119.868874,-175.992233,0.751219,0.000000,-0.000000,2.109741,-58.409394,0.487503
11985,1000.153687,-18.257908,-15.609377,-2.633026,-119.190712,-173.696548,0.952003,0.000000,-0.000000,2.108008,-58.542062,0.389708
11986,999.868591,-18.381329,-15.775658,-2.624512,-119.610306,-171.794250,1.967695,0.000000,-0.000000,2.106421,-58.674355,0.292010
11987,998.729797,-18.498440,-15.942356,-2.616150,-119.919182,-170.225708,3.573828,0.000000,-0.000000,2.099609,-58.806267,0.194410
11988,1008.203247,-18.615175,-16.102318,-2.607025,-119.357994,-168.405960,4.842402,0.000000,-0.000000,2.092920,-58.937797,0.096910
11989,980.581238,-18.737997,-16.255030,-2.597107,-119.425255,-164.793228,5.962110,0.000000,-0.000000,2.085620,-59.068942,-0.000489
11990,1003.300659,-18.854408,-16.407200,-2.580627,-119.345139,-160.994324,7.778272,0.000000,-0.000000,2.077686,-59.199698,-0.097787
11991,1008.203247,-18.977516,-16.559738,-2.570984,-119.793106,-158.785034,9.099534,0.000000,-0.000000,2.064502,-59.330064,-0.194981
11992,1037.426514,-19.093206,-16.699419,-2.559570,-120.550446,-156.122559,9.435041,0.000000,-0.000000,2.056787,-59.460035,-0.292070
11993,965.466309,-19.216513,-16.850811,-2.543488,-120.414116,-153.140015,10.461335,0.000000,-0.000000,2.047656,-59.589610,-0.389054
11994,1000.438965,-19.332926,-16.995996,-2.526611,-119.821426,-151.023483,11.901977,0.000000,-0.000000,2.034790,-59.718785,-0.485930
11995,999.868591,-19.455500,-17.134901,-2.515533,-119.870476,-148.490067,12.349008,0.000000,-0.000000,2.021289,-59.847558,-0.582698
11996,999.014221,-19.578674,-17.279385,-2.498901,-120.809120,-146.522675,12.634577,0.000000,-0.000000,2.012427,-59.975926,-0.679357
11997,1000.438965,-19.701433,-17.417135,-2.481384,-121.523376,-144.946365,13.727481,0.000000,-0.000000,1.999121,-60.103886,-0.775906
11998,999.583618,-19.830833,-17.554255,-2.463989,-122.905647,-142.802338,14.626145,0.000000,-0.000000,1.985107,-60.231435,-0.872342
11999,991.110229,-19.953299,-17.685186,-2.445740,-123.707443,-140.147629,15.365956,0.000000,-0.000000,1.971191,-60.358570,-0.968665
12000,1001.867737,-20.082407,-17.815479,-2.427582,-124.291603,-137.324387,16.017120,0.000000,-0.000000,1.956592,-60.485289,-1.064875
12001,1006.756287,-20.205126,-17.946236,-2.409515,-125.009636,-135.531235,16.501507,0.000000,-0.000000,1.942065,-60.611589,-1.160969
12002,1000.153687,-20.334494,-18.076347,-2.391571,-125.539009,-134.170105,16.821270,0.000000,-0.000000,1.927612,-60.737467,-1.256946
12003,1000.438965,-20.456894,-18.200291,-2.372711,-125.767769,-132.139633,17.152836,0.000000,-0.000000,1.913257,-60.862920,-1.352806
12004,1049.218994,-20.579496,-18.325140,-2.360626,-125.830116,-130.784378,16.676123,0.000000,-0.000000,1.898169,-60.987946,-1.448547
12005,1011.984680,-20.701643,-18.443272,-2.347626,-126.030968,-129.191940,15.556518,0.000000,-0.000000,1.888501,-61.112542,-1.544167
12006,942.380188,-20.838139,-18.573448,-2.336731,-126.186302,-126.890076,14.404773,0.000000,-0.000000,1.878101,-61.236704,-1.639667
12007,1000.438965,-20.961107,-18.698042,-2.324921,-126.210297,-125.921928,13.386572,0.000000,-0.000000,1.869385,-61.360431,-1.735045
12008,1000.153687,-21.090153,-18.815344,-2.312164,-126.285904,-124.484779,12.991983,0.000000,-0.000000,1.859937,-61.483720,-1.830299
12009,1021.117615,-21.212858,-18.934134,-2.306183,-126.648705,-122.986290,11.928862,0.000000,-0.000000,1.849731,-61.606567,-1.925429
12010,972.425537,-21.342733,-19.057894,-2.294647,-126.538193,-122.307343,10.943101,0.000000,-0.000000,1.844946,-61.728971,-2.020434
12011,1006.467407,-21.465673,-19.176521,-2.288849,-126.238724,-121.558281,10.195009,0.000000,-0.000000,1.835718,-61.850928,-2.115311
12012,1001.010010,-21.594685,-19.287846,-2.282043,-126.409599,-119.794426,9.051515,0.000000,-0.000000,1.831079,-61.972436,-2.210062
12013,1000.153687,-21.717852,-19.406311,-2.276398,-126.457954,-118.390388,8.190521,0.000000,-0.000000,1.825635,-62.093491,-2.304683
12014,999.868591,-21.847607,-19.523098,-2.264191,-126.576561,-118.095795,8.307958,0.000000,-0.000000,1.821118,-62.214092,-2.399174
12015,999.298889,-21.976963,-19.634169,-2.257660,-127.491943,-116.858261,8.518480,0.000000,-0.000000,1.811353,-62.334236,-2.493535
12016,1001.010010,-22.099955,-19.746763,-2.257843,-127.248291,-115.408272,6.974085,0.000000,-0.000000,1.806128,-62.453919,-2.587764
12017,1000.153687,-22.229536,-19.857670,-2.251465,-127.118469,-114.342117,5.832174,0.000000,-0.000000,1.806274,-62.573140,-2.681859
12018,998.729797,-22.352654,-19.969103,-2.245178,-127.000099,-113.376404,5.891705,0.000000,-0.000000,1.801172,-62.691896,-2.775821
12019,991.110229,-22.482552,-20.080845,-2.245605,-126.799309,-112.649300,5.003796,0.000000,-0.000000,1.796143,-62.810183,-2.869647
12020,1003.300659,-22.604641,-20.178877,-2.237305,-126.579674,-110.356171,4.646311,0.000000,-0.000000,1.796484,-62.928000,-2.963338
12021,1074.942993,-22.726917,-20.277838,-2.235718,-126.786797,-108.094147,4.681341,0.000000,-0.000000,1.789844,-63.045343,-3.056891
12022,941.874084,-22.856510,-20.382717,-2.235260,-126.884430,-106.504616,3.619621,0.000000,-0.000000,1.788574,-63.162211,-3.150306
12023,998.161377,-22.985481,-20.479889,-2.227142,-126.580025,-104.067581,3.728291,0.000000,-0.000000,1.788208,-63.278600,-3.243583
12024,999.014221,-23.107321,-20.570995,-2.217987,-126.305771,-101.238739,5.006225,0.000000,-0.000000,1.781714,-63.394508,-3.336719
12025,1000.438965,-23.229891,-20.668646,-2.209991,-125.271660,-99.279381,5.918918,0.000000,-0.000000,1.774390,-63.509932,-3.429714
12026,1008.493103,-23.357866,-20.752346,-2.199860,-125.520729,-96.951149,6.737145,0.000000,-0.000000,1.767993,-63.624869,-3.522567
12027,998.161377,-23.479977,-20.843227,-2.190857,-125.599579,-94.307396,7.462978,0.000000,-0.000000,1.759888,-63.739318,-3.615277
12028,993.637085,-23.608128,-20.926771,-2.180817,-125.419312,-92.193771,7.959710,0.000000,-0.000000,1.752686,-63.853275,-3.707843
12029,990.270752,-23.729761,-21.010889,-2.170837,-125.088631,-89.647148,8.448612,0.000000,-0.000000,1.744653,-63.966738,-3.800264
12030,1001.581665,-23.851479,-21.094933,-2.160889,-124.104729,-87.957199,8.802283,0.000000,-0.000000,1.736670,-64.079704,-3.892539
12031,1007.334595,-23.979330,-21.172647,-2.156555,-124.529190,-86.042221,8.309657,0.000000,-0.000000,1.728711,-64.192171,-3.984668
12032,1000.438965,-24.099888,-21.243322,-2.144440,-124.653488,-82.811928,8.248545,0.000000,-0.000000,1.725244,-64.304137,-4.076649
12033,1000.153687,-24.220514,-21.313929,-2.132385,-123.627884,-79.417740,9.254978,0.000000,-0.000000,1.715552,-64.415598,-4.168481
12034,999.583618,-24.347828,-21.383797,-2.120392,-123.792740,-76.830132,9.975782,0.000000,-0.000000,1.705908,-64.526552,-4.260163
12035,999.583618,-24.468031,-21.448666,-2.113922,-123.840019,-74.164764,9.736349,0.000000,-0.000000,1.696313,-64.636997,-4.351696
12036,999.583618,-24.588196,-21.512453,-2.100861,-122.894600,-71.397888,9.708808,0.000000,-0.000000,1.691138,-64.746930,-4.443077
12037,999.298889,-24.715044,-21.575493,-2.087799,-123.111763,-69.131981,10.590785,0.000000,-0.000000,1.680688,-64.856348,-4.534305
12038,1052.366943,-24.827354,-21.626608,-2.072510,-122.996841,-66.129906,11.649790,0.000000,-0.000000,1.670239,-64.965250,-4.625381
12039,943.394043,-24.954329,-21.689507,-2.059509,-121.966209,-63.442440,12.308801,0.000000,-0.000000,1.658008,-65.073632,-4.716303
12040,1059.039551,-25.073477,-21.740828,-2.050934,-122.303230,-61.571060,11.835268,0.000000,-0.000000,1.647607,-65.181492,-4.807070
12041,956.514587,-25.199200,-21.790373,-2.035706,-122.611656,-58.574078,11.807194,0.000000,-0.000000,1.640747,-65.288829,-4.897681
12042,1007.623962,-25.318346,-21.840540,-2.020538,-121.994804,-55.880405,12.638992,0.000000,-0.000000,1.628564,-65.395638,-4.988136
12043,992.512451,-25.437654,-21.891663,-2.011993,-121.294655,-54.382706,12.409147,0.000000,-0.000000,1.616431,-65.501918,-5.078433
12044,1000.153687,-25.556208,-21.935099,-1.995697,-120.578659,-52.323246,12.380380,0.000000,-0.000000,1.609595,-65.607667,-5.168572
12045,1000.153687,-25.674913,-21.979490,-1.986084,-120.099907,-49.960945,12.521199,0.000000,-0.000000,1.596558,-65.712881,-5.258553
12046,1000.153687,-25.799595,-22.016510,-1.975311,-120.587708,-47.365356,11.868304,0.000000,-0.000000,1.588867,-65.817559,-5.348373
12047,999.014221,-25.918394,-22.060776,-1.965729,-120.936531,-45.456898,11.386931,0.000000,-0.000000,1.580249,-65.921698,-5.438033
